date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:54:20	434035/434035	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:54:20%20GMT	https://descubredesierto.com/	./descubre-backup/descubredesierto.com/index.html	(from )
13:54:20	0/0	---M--	404	error ('Not%20Found')	text/javascript	date:Mon,%2022%20Dec%202025%2012:54:20%20GMT	https://descubredesierto.com/gtm.js?id=	./descubre-backup/descubredesierto.com/gtm5445.js	(from https://descubredesierto.com/)
13:54:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:21%20GMT	http://descubredesierto.com/cdn/shop/files/favicon-descubredesierto_32x32.png?v=1662979052	./descubre-backup/descubredesierto.com/cdn/shop/files/favicon-descubredesierto_32x32.165ae.delayed	(from https://descubredesierto.com/)
13:54:22	2820/2820	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Nov%202025%2017:38:33%20GMT	https://descubredesierto.com/cdn/shop/files/favicon-descubredesierto_32x32.png?v=1662979052	./descubre-backup/descubredesierto.com/cdn/shop/files/favicon-descubredesierto_32x3265ae.png	(from https://descubredesierto.com/)
13:54:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:23%20GMT	http://descubredesierto.com/cdn/shop/t/10/assets/theme.css?v=132982745815050292741762265040	./descubre-backup/descubredesierto.com/cdn/shop/t/10/assets/themec080.css	(from https://descubredesierto.com/)
13:54:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:25%20GMT	http://descubredesierto.com/cdn/shop/t/10/assets/jquery.min.js?v=146653844047132007351684518128	./descubre-backup/descubredesierto.com/cdn/shop/t/10/assets/jquery.min53b6.js	(from https://descubredesierto.com/)
13:54:27	901363/901363	---MCZ	200	added ('OK')	text/css	date:Sat,%2008%20Nov%202025%2020:27:04%20GMT	https://descubredesierto.com/cdn/shop/t/10/assets/theme.css?v=132982745815050292741762265040	./descubre-backup/descubredesierto.com/cdn/shop/t/10/assets/themec080.css	(from https://descubredesierto.com/)
13:54:28	4269/4269	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2022%20Dec%202025%2012:54:28%20GMT	https://descubredesierto.com/checkouts/internal/preloads.js?locale=es-ES	./descubre-backup/descubredesierto.com/checkouts/internal/preloads8cdc.js	(from https://descubredesierto.com/)
13:54:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:29%20GMT	http://descubredesierto.com/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_CKHg5p7x.es.esm.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_CKHg5p7x.es.esm.js	(from https://descubredesierto.com/)
13:54:29	84345/84345	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2009%20Nov%202025%2000:47:26%20GMT	https://descubredesierto.com/cdn/shop/t/10/assets/jquery.min.js?v=146653844047132007351684518128	./descubre-backup/descubredesierto.com/cdn/shop/t/10/assets/jquery.min53b6.js	(from https://descubredesierto.com/)
13:54:30	959/959	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2019%20Dec%202025%2016:47:27%20GMT	https://descubredesierto.com/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_CKHg5p7x.es.esm.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/shop-js/modules/v2/client.init-shop-cart-sync_CKHg5p7x.es.esm.js	(from https://descubredesierto.com/)
13:54:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:31%20GMT	http://descubredesierto.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_DkoBXfB9.esm.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_DkoBXfB9.esm.js	(from https://descubredesierto.com/)
13:54:33	144325/144325	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2019%20Dec%202025%2016:47:28%20GMT	https://descubredesierto.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_DkoBXfB9.esm.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/shop-js/modules/v2/chunk.common_DkoBXfB9.esm.js	(from https://descubredesierto.com/)
13:54:33	0/0	---M--	404	error ('Not%20Found')	text/javascript	date:Mon,%2022%20Dec%202025%2012:54:33%20GMT	https://descubredesierto.com/modules/v2/chunk.common_DkoBXfB9.esm.js	./descubre-backup/descubredesierto.com/modules/v2/chunk.common_DkoBXfB9.esm.js	(from https://descubredesierto.com/)
13:54:34	0/0	---M--	404	error ('Not%20Found')	text/javascript	date:Mon,%2022%20Dec%202025%2012:54:34%20GMT	https://descubredesierto.com/modules/v2/client.shop-login-button_D-keTisJ.es.esm.js	./descubre-backup/descubredesierto.com/modules/v2/client.shop-login-button_D-keTisJ.es.esm.js	(from https://descubredesierto.com/)
13:54:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:36%20GMT	http://descubredesierto.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-a0a9edcb.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-a0a9edcb.js	(from https://descubredesierto.com/)
13:54:36	9652/9652	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2002%20Nov%202025%2007:21:34%20GMT	https://cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	./descubre-backup/cdn.shopify.com/shopifycloud/storefront-forms-hcaptcha/ce_storefront_forms_captcha_hcaptcha.v1.5.2.iife.js	(from https://descubredesierto.com/)
13:54:37	13595/13595	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2009%20Dec%202025%2019:02:44%20GMT	https://descubredesierto.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-a0a9edcb.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/storefront/assets/storefront/load_feature-a0a9edcb.js	(from https://descubredesierto.com/)
13:54:38	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:38%20GMT	http://descubredesierto.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-65b4c6d7.js?v=20250812	./descubre-backup/descubredesierto.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-65b4c6d75501.js	(from https://descubredesierto.com/)
13:54:40	78733/78733	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2023%20Nov%202025%2006:25:36%20GMT	https://descubredesierto.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-65b4c6d7.js?v=20250812	./descubre-backup/descubredesierto.com/cdn/shopifycloud/storefront/assets/shopify_pay/storefront-65b4c6d75501.js	(from https://descubredesierto.com/)
13:54:41	13882/13882	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Dec%202025%2012:46:47%20GMT	https://descubredesierto.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	./descubre-backup/descubredesierto.com/cdn/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css	(from https://descubredesierto.com/)
13:54:42	355064/355064	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2022%20Dec%202025%2012:47:46%20GMT	https://descubredesierto.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.es.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/portable-wallets/latest/portable-wallets.es.js	(from https://descubredesierto.com/)
13:54:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:42%20GMT	http://descubredesierto.com/cdn/shop/t/10/compiled_assets/scripts.js?5113	./descubre-backup/descubredesierto.com/cdn/shop/t/10/compiled_assets/scripts2406.js	(from https://descubredesierto.com/)
13:54:43	2534/2534	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2008%20Nov%202025%2023:37:51%20GMT	https://descubredesierto.com/cdn/shop/t/10/compiled_assets/scripts.js?5113	./descubre-backup/descubredesierto.com/cdn/shop/t/10/compiled_assets/scripts2406.js	(from https://descubredesierto.com/)
13:54:45	102917/102917	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Dec%202025%2010:01:04%20GMT	https://cdn.shopify.com/extensions/019b0cdb-4e98-7c2e-b427-b375ee3b753f/gdpr-203/assets/pandectes-core.js	./descubre-backup/cdn.shopify.com/extensions/019b0cdb-4e98-7c2e-b427-b375ee3b753f/gdpr-203/assets/pandectes-core.js	(from https://descubredesierto.com/)
13:54:45	163955/163955	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Dec%202025%2012:54:45%20GMT	https://descubredesierto.com/GET	./descubre-backup/descubredesierto.com/GET	(from https://descubredesierto.com/)
13:54:47	5572/5572	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2019%20Dec%202025%2012:45:45%20GMT	https://cdn.shopify.com/extensions/019b3697-792e-7226-8331-acb4ce7d04ed/judgeme-extensions-272/assets/loader.js	./descubre-backup/cdn.shopify.com/extensions/019b3697-792e-7226-8331-acb4ce7d04ed/judgeme-extensions-272/assets/loader.js	(from https://descubredesierto.com/)
13:54:47	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Dec%202025%2012:54:46%20GMT	https://cdn.shopify.com/extensions/019b3697-792e-7226-8331-acb4ce7d04ed/judgeme-extensions-272/assets/	./descubre-backup/cdn.shopify.com/extensions/019b3697-792e-7226-8331-acb4ce7d04ed/judgeme-extensions-272/assets/index.html	(from https://descubredesierto.com/)
13:54:47	163955/163955	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Dec%202025%2012:54:47%20GMT	https://descubredesierto.com/POST	./descubre-backup/descubredesierto.com/POST	(from https://descubredesierto.com/)
13:54:48	49542/49542	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Mon,%2022%20Dec%202025%2012:54:48%20GMT	https://descubredesierto.com/cdn	./descubre-backup/descubredesierto.com/cdn	(from https://descubredesierto.com/)
13:54:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:49%20GMT	http://descubredesierto.com/cdn/s/trekkie.storefront.4b0d51228c8d1703f19d66468963c9de55bf59b0.min.js	./descubre-backup/descubredesierto.com/cdn/s/trekkie.storefront.4b0d51228c8d1703f19d66468963c9de55bf59b0.min.1c.delayed	(from https://descubredesierto.com/)
13:54:52	95944/95944	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2017%20Dec%202025%2018:57:00%20GMT	https://descubredesierto.com/cdn/s/trekkie.storefront.4b0d51228c8d1703f19d66468963c9de55bf59b0.min.js	./descubre-backup/descubredesierto.com/cdn/s/trekkie.storefront.4b0d51228c8d1703f19d66468963c9de55bf59b0.min.js	(from https://descubredesierto.com/)
13:54:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:54:51%20GMT	http://descubredesierto.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	(from https://descubredesierto.com/)
13:54:52	13852/13852	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2009%20Nov%202025%2009:56:55%20GMT	https://descubredesierto.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/storefront/assets/shop_events_listener-3da45d37.js	(from https://descubredesierto.com/)
13:54:54	74562/74562	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2027%20Nov%202025%2014:03:05%20GMT	https://descubredesierto.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.1.2.min.js	./descubre-backup/descubredesierto.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-2.1.2.min.js	(from https://descubredesierto.com/)
13:54:55	285818/285818	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:54:54%20GMT	https://descubredesierto.com/pages/tours-al-desierto	./descubre-backup/descubredesierto.com/pages/tours-al-desierto.html	(from https://descubredesierto.com/)
13:54:56	340528/340528	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:54:55%20GMT	https://descubredesierto.com/collections/rutas-privadas-y-de-lujo-al-desierto	./descubre-backup/descubredesierto.com/collections/rutas-privadas-y-de-lujo-al-desierto.html	(from https://descubredesierto.com/)
13:54:57	297570/297570	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:54:56%20GMT	https://descubredesierto.com/collections/tours-compartidos-al-desierto	./descubre-backup/descubredesierto.com/collections/tours-compartidos-al-desierto.html	(from https://descubredesierto.com/)
13:54:58	288547/288547	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:54:57%20GMT	https://descubredesierto.com/pages/excursiones-de-un-dia	./descubre-backup/descubredesierto.com/pages/excursiones-de-un-dia.html	(from https://descubredesierto.com/)
13:54:59	305390/305390	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:54:58%20GMT	https://descubredesierto.com/collections/excursiones-privadas-de-un-dia-desde-marrakech	./descubre-backup/descubredesierto.com/collections/excursiones-privadas-de-un-dia-desde-marrakech.html	(from https://descubredesierto.com/)
13:55:00	285611/285611	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:54:59%20GMT	https://descubredesierto.com/collections/excursiones-compartidas-de-un-dia-desde-marrakech	./descubre-backup/descubredesierto.com/collections/excursiones-compartidas-de-un-dia-desde-marrakech.html	(from https://descubredesierto.com/)
13:55:01	272644/272644	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:55:00%20GMT	https://descubredesierto.com/pages/actividades-en-marrakech	./descubre-backup/descubredesierto.com/pages/actividades-en-marrakech.html	(from https://descubredesierto.com/)
13:55:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:02%20GMT	http://descubredesierto.com/cdn/shop/files/newyear_x150.png?v=1734710204	./descubre-backup/descubredesierto.com/cdn/shop/files/newyear_x150582e.png	(from https://descubredesierto.com/)
13:55:03	165914/165914	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:55:01%20GMT	https://descubredesierto.com/pages/contacto	./descubre-backup/descubredesierto.com/pages/contacto.html	(from https://descubredesierto.com/)
13:55:03	10128/10128	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Nov%202025%2017:32:06%20GMT	https://descubredesierto.com/cdn/shop/files/newyear_x150.png?v=1734710204	./descubre-backup/descubredesierto.com/cdn/shop/files/newyear_x150582e.png	(from https://descubredesierto.com/)
13:55:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:05%20GMT	http://descubredesierto.com/cdn/shop/files/descubre-desierto-brand_121x.png?v=1666092405	./descubre-backup/descubredesierto.com/cdn/shop/files/descubre-desierto-brand_121x784c.png	(from https://descubredesierto.com/)
13:55:06	309305/309305	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:55:04%20GMT	https://descubredesierto.com/collections/excursiones-en-oferta	./descubre-backup/descubredesierto.com/collections/excursiones-en-oferta.html	(from https://descubredesierto.com/)
13:55:06	6248/6248	---M--	200	added ('OK')	image/png	date:Thu,%2018%20Dec%202025%2011:20:44%20GMT	https://descubredesierto.com/cdn/shop/files/descubre-desierto-brand_121x.png?v=1666092405	./descubre-backup/descubredesierto.com/cdn/shop/files/descubre-desierto-brand_121x784c.png	(from https://descubredesierto.com/)
13:55:08	158586/158586	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:55:07%20GMT	https://descubredesierto.com/cart	./descubre-backup/descubredesierto.com/cart.html	(from https://descubredesierto.com/)
13:55:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:09%20GMT	http://descubredesierto.com/cdn/shop/files/descubre-desierto-brand_161x.png?v=1666092405	./descubre-backup/descubredesierto.com/cdn/shop/files/descubre-desierto-brand_161x784c.png	(from https://descubredesierto.com/)
13:55:11	164177/164177	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:55:08%20GMT	https://descubredesierto.com/pages/wishlist	./descubre-backup/descubredesierto.com/pages/wishlist.html	(from https://descubredesierto.com/)
13:55:11	8687/8687	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Oct%202025%2018:41:35%20GMT	https://descubredesierto.com/cdn/shop/files/descubre-desierto-brand_161x.png?v=1666092405	./descubre-backup/descubredesierto.com/cdn/shop/files/descubre-desierto-brand_161x784c.png	(from https://descubredesierto.com/)
13:55:13	27103/27103	---M--	200	added ('OK')	image/gif	date:Thu,%2017%20Jul%202025%2014:59:51%20GMT	https://cdn.shopify.com/s/files/1/0654/7836/1302/files/whatsapp.gif?v=1661438634	./descubre-backup/cdn.shopify.com/s/files/1/0654/7836/1302/files/whatsapp5c05.gif	(from https://descubredesierto.com/)
13:55:13	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2022%20Dec%202025%2012:55:13%20GMT	https://descubredesierto.com/checkout	./descubre-backup/descubredesierto.com/checkout	(from https://descubredesierto.com/)
13:55:14	10739/10739	---MCZ	422	error ('unknown')	text/html	date:Mon,%2022%20Dec%202025%2012:55:14%20GMT	https://descubredesierto.com/cart/change?id=0&quantity=0	./descubre-backup/descubredesierto.com/cart/changee74d	(from https://descubredesierto.com/)
13:55:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:15%20GMT	http://descubredesierto.com/cdn/shop/files/descubredesierto-submenu1-1_400x.jpg?v=1661791855	./descubre-backup/descubredesierto.com/cdn/shop/files/descubredesierto-submenu1-1_400x122e.jpg	(from https://descubredesierto.com/)
13:55:16	17863/17863	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Dec%202025%2011:34:00%20GMT	https://descubredesierto.com/cdn/shop/files/descubredesierto-submenu1-1_400x.jpg?v=1661791855	./descubre-backup/descubredesierto.com/cdn/shop/files/descubredesierto-submenu1-1_400x122e.jpg	(from https://descubredesierto.com/)
13:55:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:17%20GMT	http://descubredesierto.com/cdn/shop/files/descubredesierto-submenu1-2_400x.jpg?v=1661791855	./descubre-backup/descubredesierto.com/cdn/shop/files/descubredesierto-submenu1-2_400x122e.jpg	(from https://descubredesierto.com/)
13:55:18	22476/22476	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Dec%202025%2007:44:36%20GMT	https://descubredesierto.com/cdn/shop/files/descubredesierto-submenu1-2_400x.jpg?v=1661791855	./descubre-backup/descubredesierto.com/cdn/shop/files/descubredesierto-submenu1-2_400x122e.jpg	(from https://descubredesierto.com/)
13:55:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:19%20GMT	http://descubredesierto.com/cdn/shop/files/descubredesierto-submenu2-1_400x.jpg?v=1661791855	./descubre-backup/descubredesierto.com/cdn/shop/files/descubredesierto-submenu2-1_400x122e.jpg	(from https://descubredesierto.com/)
13:55:20	41739/41739	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Dec%202025%2007:44:36%20GMT	https://descubredesierto.com/cdn/shop/files/descubredesierto-submenu2-1_400x.jpg?v=1661791855	./descubre-backup/descubredesierto.com/cdn/shop/files/descubredesierto-submenu2-1_400x122e.jpg	(from https://descubredesierto.com/)
13:55:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:21%20GMT	http://descubredesierto.com/cdn/shop/files/descubredesierto-submenu2-2_400x.jpg?v=1661791855	./descubre-backup/descubredesierto.com/cdn/shop/files/descubredesierto-submenu2-2_400x122e.jpg	(from https://descubredesierto.com/)
13:55:22	36522/36522	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Dec%202025%2007:44:36%20GMT	https://descubredesierto.com/cdn/shop/files/descubredesierto-submenu2-2_400x.jpg?v=1661791855	./descubre-backup/descubredesierto.com/cdn/shop/files/descubredesierto-submenu2-2_400x122e.jpg	(from https://descubredesierto.com/)
13:55:24	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:23%20GMT	http://descubredesierto.com/cdn/shop/files/descubre-desierto-brand_95x.png?v=1666092405	./descubre-backup/descubredesierto.com/cdn/shop/files/descubre-desierto-brand_95x784c.png	(from https://descubredesierto.com/)
13:55:24	4650/4650	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Dec%202025%2020:37:53%20GMT	https://descubredesierto.com/cdn/shop/files/descubre-desierto-brand_95x.png?v=1666092405	./descubre-backup/descubredesierto.com/cdn/shop/files/descubre-desierto-brand_95x784c.png	(from https://descubredesierto.com/)
13:55:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:25%20GMT	http://descubredesierto.com/cdn/shop/files/Leticia_descubre_desierto07_2048x.jpg?v=1721641093	./descubre-backup/descubredesierto.com/cdn/shop/files/Leticia_descubre_desierto07_2048xb316.jpg	(from https://descubredesierto.com/)
13:55:27	146504/146504	---M--	200	added ('OK')	image/jpeg	date:Sun,%2016%20Nov%202025%2004:45:11%20GMT	https://descubredesierto.com/cdn/shop/files/Leticia_descubre_desierto07_2048x.jpg?v=1721641093	./descubre-backup/descubredesierto.com/cdn/shop/files/Leticia_descubre_desierto07_2048xb316.jpg	(from https://descubredesierto.com/)
13:55:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:28%20GMT	http://descubredesierto.com/cdn/shop/products/paseo-en-camello-excursion-desierto_respimgsize.jpg?v=1663315930	./descubre-backup/descubredesierto.com/cdn/shop/products/paseo-en-camello-excursion-desierto_respimgsize4a60.jpg	(from https://descubredesierto.com/)
13:55:30	302108/302108	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:55:27%20GMT	https://descubredesierto.com/products/excursion-compartida-de-3-dias-al-desierto-de-merzouga	./descubre-backup/descubredesierto.com/products/excursion-compartida-de-3-dias-al-desierto-de-merzouga.html	(from https://descubredesierto.com/)
13:55:30	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Dec%202025%2012:55:30%20GMT	https://descubredesierto.com/cdn/shop/products/paseo-en-camello-excursion-desierto_respimgsize.jpg?v=1663315930	./descubre-backup/descubredesierto.com/cdn/shop/products/paseo-en-camello-excursion-desierto_respimgsize.444a60.delayed	(from https://descubredesierto.com/)
13:55:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:31%20GMT	http://descubredesierto.com/cdn/shop/files/Kasbah_Ait_Ben_Haddou_600x.jpg?v=1685360041	./descubre-backup/descubredesierto.com/cdn/shop/files/Kasbah_Ait_Ben_Haddou_600x4efa.jpg	(from https://descubredesierto.com/)
13:55:33	92967/92967	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Dec%202025%2019:55:29%20GMT	https://descubredesierto.com/cdn/shop/files/Kasbah_Ait_Ben_Haddou_600x.jpg?v=1685360041	./descubre-backup/descubredesierto.com/cdn/shop/files/Kasbah_Ait_Ben_Haddou_600x4efa.jpg	(from https://descubredesierto.com/)
13:55:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:34%20GMT	http://descubredesierto.com/cdn/shop/products/excursion-compartida-Fez1_respimgsize.jpg?v=1663266973	./descubre-backup/descubredesierto.com/cdn/shop/products/excursion-compartida-Fez1_respimgsize4ab5.jpg	(from https://descubredesierto.com/)
13:55:36	301074/301074	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:55:33%20GMT	https://descubredesierto.com/products/excursion-grupal-al-desierto-desde-marrakech-a-fez	./descubre-backup/descubredesierto.com/products/excursion-grupal-al-desierto-desde-marrakech-a-fez.html	(from https://descubredesierto.com/)
13:55:36	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Dec%202025%2012:55:36%20GMT	https://descubredesierto.com/cdn/shop/products/excursion-compartida-Fez1_respimgsize.jpg?v=1663266973	./descubre-backup/descubredesierto.com/cdn/shop/products/excursion-compartida-Fez1_respimgsize4ab5.jpg	(from https://descubredesierto.com/)
13:55:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:37%20GMT	http://descubredesierto.com/cdn/shop/products/aitbenhaddou1_600x.jpg?v=1663315964	./descubre-backup/descubredesierto.com/cdn/shop/products/aitbenhaddou1_600x4aa5.jpg	(from https://descubredesierto.com/)
13:55:38	104671/104671	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Dec%202025%2012:47:54%20GMT	https://descubredesierto.com/cdn/shop/products/aitbenhaddou1_600x.jpg?v=1663315964	./descubre-backup/descubredesierto.com/cdn/shop/products/aitbenhaddou1_600x4aa5.jpg	(from https://descubredesierto.com/)
13:55:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:40%20GMT	http://descubredesierto.com/cdn/shop/products/excursioncompartida2diasdesiertoZagora-3_respimgsize.jpg?v=1663266327	./descubre-backup/descubredesierto.com/cdn/shop/products/excursioncompartida2diasdesiertoZagora-3_respimgsize9e8a.jpg	(from https://descubredesierto.com/)
13:55:43	292983/292983	---MCZ	200	added ('OK')	text/html	date:Mon,%2022%20Dec%202025%2012:55:39%20GMT	https://descubredesierto.com/products/excursion-compartida-de-2-dias-al-desierto-de-zagora-desde-marrakech	./descubre-backup/descubredesierto.com/products/excursion-compartida-de-2-dias-al-desierto-de-zagora-desde-marrakech.html	(from https://descubredesierto.com/)
13:55:43	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Dec%202025%2012:55:43%20GMT	https://descubredesierto.com/cdn/shop/products/excursioncompartida2diasdesiertoZagora-3_respimgsize.jpg?v=1663266327	./descubre-backup/descubredesierto.com/cdn/shop/products/excursioncompartida2diasdesiertoZagora-3_respimgsize9e8a.jpg	(from https://descubredesierto.com/)
13:55:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Dec%202025%2012:55:44%20GMT	http://descubredesierto.com/cdn/shop/products/destination-sahara1_74ed02ff-41ef-42a4-aa03-4fd2aad6a078_600x.jpg?v=1663266327	./descubre-backup/descubredesierto.com/cdn/shop/products/destination-sahara1_74ed02ff-41ef-42a4-aa03-4fd2aad6a078_600x9e8a.jpg	(from https://descubredesierto.com/)
13:55:46	83918/83918	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Oct%202025%2017:00:11%20GMT	https://descubredesierto.com/cdn/shop/products/destination-sahara1_74ed02ff-41ef-42a4-aa03-4fd2aad6a078_600x.jpg?v=1663266327	./descubre-backup/descubredesierto.com/cdn/shop/products/destination-sahara1_74ed02ff-41ef-42a4-aa03-4fd2aad6a078_600x9e8a.jpg	(from https://descubredesierto.com/)
